datetime,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,sub_metering_4
2008/11/19,1840.238,166.452,346377.05,7794.6,1737,3026,8704,17203.63333
2008/11/20,1692.336,121.192,345338.09,7177.6,1034,347,7732,19092.6
2008/11/21,1673.93,127.554,345496.8,7123,1039,348,10396,16115.83334
2008/11/22,1711.368,124.868,345213.81,7271.4,1093,882,8320,18227.80001
2008/11/23,3406.736,207.002,344377.32,14469.4,3631,8824,10290,34033.93337
2008/11/24,3212.998,121.618,346117.66,13371,1063,510,13378,38598.96663
2008/11/25,2702.85,150.564,346940.07,11266.4,3010,345,10471,31221.50002
2008/11/26,1515.954,119.996,349057.29,6273.2,909,304,10002,14050.90003
2008/11/27,2362.218,126.218,347673.62,9851.2,2491,330,12440,24109.30002
2008/11/28,1885.964,128.426,350015.78,7789.8,1113,295,11361,18663.73337
2008/11/29,2434.668,166.51,347386.69,10157.2,5268,2392,12386,20531.79997
2008/11/30,2401.388,170.904,349019.37,10016,1161,3481,11474,23907.13338
2008/12/1,1616.538,118.678,350562.01,6852.2,1085,309,9013,16535.3
2008/12/2,1793.444,145.908,350466.29,7509.8,0,304,11343,18243.73328
2008/12/3,1755.164,124.722,350472.57,7300.2,1137,302,9664,18149.73333
2008/12/4,1738.638,113.99,350586.92,7234.2,1085,281,11314,16297.3
2008/12/5,2058.618,120.026,349885.31,8593.4,831,310,9852,23317.29999
2008/12/6,2523.836,188.144,347236.65,10596,4005,5749,9048,23261.93331
2008/12/7,2466.74,180.224,348823.5,10306.6,3294,310,13627,23881.33331
2008/12/8,1868.636,120.782,350973.53,7751.8,1117,296,13256,16474.93332
2008/12/9,2003.144,132.516,350720.14,8291,1985,2553,12886,15961.7334
2008/12/10,2214.206,146.14,350495.51,9152.6,1128,4144,12140,19491.43329
2008/12/11,1432.522,114.916,350522.44,5935.6,1160,273,7979,14463.36666
2008/12/12,1815.534,139.342,349981.95,7519.2,1157,255,12154,16692.89999
2008/12/13,1825.574,163.278,347815.51,7663.4,2186,261,9271,18708.23335
2008/12/14,2002.12,164.014,347936.83,8469.4,3742,2497,5415,21714.66664
2008/12/15,1795.45,113.744,349976.45,7475,1178,252,9668,18826.16663
2008/12/16,1797.09,114.598,351187.06,7477.4,0,253,11334,18364.49998
2008/12/17,2098.786,136.216,350371.46,8755.6,4251,284,10813,19631.7667
2008/12/18,1736.94,118.07,349717.05,7184.6,1125,258,11293,16272.99998
2008/12/19,1882.112,132.154,348287.29,7891.4,1538,296,11773,17761.53329
2008/12/20,2242.772,160.69,349296.29,9354.4,1132,6479,12819,16949.53333
2008/12/21,2643.61,135.072,348076.92,11034.2,1099,9189,14816,18956.16661
2008/12/22,2015.808,124.87,348284.87,8434.2,2157,391,10433,20615.79997
2008/12/23,1798.088,151.08,348149.59,7561,2666,2115,8326,16861.13336
2008/12/24,1269.638,115.318,351303.3,5232.4,0,364,9981,10815.63336
2008/12/25,1061.118,116.882,350255.61,4375.6,0,285,3598,13802.3
2008/12/26,1223.732,124.222,351869.27,5041,1121,279,7796,11199.53338
2008/12/27,2972.164,118.132,350369.13,12141.8,0,244,12209,37083.06666
2008/12/28,1570.642,112.248,352166.95,6364.8,1953,217,5291,18716.36664
2008/12/29,555.278,91.638,352734.85,2273.6,0,218,2480,6556.63333
2008/12/30,1195.238,113.206,352278.96,4898.6,0,245,7145,12530.63336
2008/12/31,1964.188,129.272,350347.13,8190.2,2975,246,11860,17655.46668
2009/1/1,1406.692,112.668,349683.93,5975.8,765,3845,2803,16031.86671
2009/1/2,2327.51,204.73,349495.04,9702.4,2417,6018,11841,18515.83337
2009/1/3,1913.496,174.912,350901.3,7964.4,6440,328,10439,14684.59998
2009/1/4,1939.994,167.338,352544.3,8111.8,1457,5251,3245,22380.23335
2009/1/5,1604,128.938,352556.32,6676.2,1247,322,8650,16514.33336
2009/1/6,1689.862,115.556,352933.44,6961,0,254,12462,15448.3667
2009/1/7,2080.272,141.504,354298.52,8563.4,2687,3820,9979,18185.20005
2009/1/8,1633.27,124.374,353305.06,6797.8,2773,299,10075,14074.16671
2009/1/9,1788.702,115.572,352256.27,7462.2,1802,272,9285,18452.70004
2009/1/10,2102.948,161.734,351533.5,8768,2828,4288,12539,15394.13336
2009/1/11,1975.988,143.24,353565.43,8301.2,4521,5301,5887,17224.13329
2009/1/12,1589.278,112.428,353558.98,6500,0,261,12147,14079.96665
2009/1/13,2182.6,134.142,352020.01,9006.2,1140,329,16194,18713.66662
2009/1/14,1779.078,120.838,352235.16,7350.6,2277,333,10319,16722.29998
2009/1/15,1564.068,115.546,349950.64,6509.6,2731,390,9561,13385.8
2009/1/16,2766.554,179.92,349299.32,11578.4,5811,3158,15220,21920.23338
2009/1/17,3317.82,164.544,347949.42,13793.6,2477,3154,15322,34344.00006
2009/1/18,3154.194,209.84,349407.48,13201.4,5649,6701,12727,27492.90005
2009/1/19,1699.866,119.274,350101.69,7091.2,1118,376,10279,16558.09998
2009/1/20,1738.028,133.88,350495.79,7170.8,0,282,13727,14958.13338
2009/1/21,1739.434,128.044,351511.47,7189.8,1148,2159,9830,15853.56669
2009/1/22,1237.356,115.6,351369.15,5169.6,0,341,8246,12035.60003
2009/1/23,1910.536,126.298,349587.29,7964.4,2078,295,12146,17323.26665
2009/1/24,2200.77,169.974,350281.09,9203.2,5096,4492,8322,18769.49997
2009/1/25,2843.664,147.766,349263.35,11738,3971,5960,11213,26250.39997
2009/1/26,1674.472,113.276,350208.39,6961.6,1121,348,9821,16617.86665
2009/1/27,1425.03,135.636,351270.15,6001.8,896,278,6608,15968.50005
2009/1/28,2721.734,116.02,349966.4,11276.6,2301,6949,14285,21827.2333
2009/1/29,1573.698,104.306,350442.5,6527,0,294,8996,16938.29992
2009/1/30,2059.038,120.094,351777.36,8521.8,1622,280,12147,20268.29997
2009/1/31,3312.852,238.712,349158.79,13871.8,8278,6575,15309,25052.20002
2009/2/1,1944.46,169.486,352394.68,8138.6,4048,639,8182,19538.66661
2009/2/2,1603.3,106.588,352619.75,6596.8,1159,232,10915,14415.66667
2009/2/3,1868.39,123.01,351795.92,7695.2,703,878,14984,14574.83333
2009/2/4,2460.924,151.604,352348.84,10139.6,871,6961,15960,17223.40002
2009/2/5,1649.088,122.188,351151.29,6858,1104,264,12987,13129.80001
2009/2/6,2048.396,126.872,350336.06,8527.2,1165,273,11716,20985.93328
2009/2/7,3131.536,184.644,348553.33,13076.6,6822,4483,17873,23014.26653
2009/2/8,2182.866,134.02,350430.58,9114.6,5341,259,15174,15607.1001
2009/2/9,1706.638,134.608,350383.66,7150.4,1063,228,9375,17777.96665
2009/2/10,1943.822,115.832,350147.19,8041.2,1128,263,12339,18667.03337
2009/2/11,2639.39,239.362,348620.49,11133,2985,10477,12195,18332.83339
2009/2/12,1968.66,119.284,349792.6,8183,1109,299,17724,13678.99997
2009/2/13,1690.022,109.186,348038.4,7044.2,1100,254,11554,15259.03335
2009/2/14,2335.49,118.932,348414.46,9688.8,2283,3256,18545,14840.83327
2009/2/15,1586.032,114.022,349695.27,6482,2465,226,5234,18508.86666
2009/2/16,1318.994,111.806,348685.93,5512.6,0,261,7037,14685.23338
2009/2/17,801.838,117.966,348737.6,3345.4,0,292,3925,9146.966676
2009/2/18,826.45,113.064,348812.78,3392.4,0,297,5471,8006.16663
2009/2/19,737.268,99.378,347831.41,3040.6,1046,262,1796,9183.79998
2009/2/20,1880.736,147.036,345874.62,7970.4,2897,293,8768,19387.59997
2009/2/21,1316.184,155.402,346974.25,5481.6,2111,262,3983,15580.4
2009/2/22,2238.478,175.828,347495.48,9410,3816,8576,7133,17782.96665
2009/2/23,2733.656,129.8,347386.87,11337.2,1212,3744,12471,28133.93338
2009/2/24,1783.144,123.346,346878.61,7441.4,0,1602,14512,13605.0667
2009/2/25,1169.844,113.07,347330.83,4914,1092,274,7359,10772.40006
2009/2/26,1156.852,112.6,346654.61,4842.8,0,268,6841,12171.86669
2009/2/27,2028.918,202.116,346990.59,8501,1154,246,14831,17584.29998
2009/2/28,1630.75,212.588,349052.08,6961.4,1145,5358,8006,12670.16669
2009/3/1,2467.946,189.112,348685.84,10393.4,11178,2740,8834,18380.43334
2009/3/2,1477.442,135.364,348828.26,6337.6,1560,310,6684,16070.03336
2009/3/3,1848.952,127.904,349772.19,7699.8,1159,268,13024,16364.86665
2009/3/4,1842.13,129.434,349033.66,7772,2214,2570,8393,17525.16667
2009/3/5,1441.812,112.462,348018.63,6124.8,0,271,9094,14665.19997
2009/3/6,1783.474,128.956,346742.37,7579.6,1144,265,12056,16259.56668
2009/3/7,1696.466,149.866,349159.17,7107.8,1055,811,12113,14295.43335
2009/3/8,2357.166,194.186,348710.1,9909.8,7253,5260,12691,14082.09998
2009/3/9,1685.556,136.04,349174.52,7062.4,2001,369,10336,15386.6
2009/3/10,1836.21,114.902,348232.95,7690.6,0,281,11610,18712.50003
2009/3/11,2405.904,137.244,348222.49,10119.8,3476,7288,10737,18597.40004
2009/3/12,1887.26,134.772,348477.73,7859.4,0,364,13655,17435.33335
2009/3/13,1445.52,138.684,349570.52,6006.8,1082,311,10466,12233.00002
2009/3/14,2149.028,155.25,348737.48,8908,2196,280,18036,15305.13338
2009/3/15,1942.062,177.752,348150.4,8202.6,3478,5152,8353,15384.70003
2009/3/16,1336.034,119.406,349069.78,5542.8,0,306,9273,12688.2334
2009/3/17,1931.91,234.992,348417.25,8135,1110,3952,12320,14816.49996
2009/3/18,1450.68,121.906,349690.49,6020.8,1123,375,12101,10579
2009/3/19,1191.532,116.412,349597.84,4931.8,0,314,9458,10086.86666
2009/3/20,1463.906,130.038,349799.74,6073.6,1083,308,10618,12389.43334
2009/3/21,1930.022,197.656,349319.12,8167.4,5420,682,10266,15799.03336
2009/3/22,1689.17,130.28,347799.76,7128.8,2017,3778,9015,13342.83339
2009/3/23,1296.45,120.122,348557.26,5456.8,1078,310,5999,14220.50002
2009/3/24,1661.712,146.836,349177.1,7047.8,1710,352,10149,15484.19994
2009/3/25,1838.774,194.036,350082.81,7708.4,2780,3315,10287,14264.23336
2009/3/26,1211.004,119.75,349827.49,5042.4,0,312,8596,11275.40001
2009/3/27,1713.926,181.074,349385.25,7221.8,1103,526,9947,16989.43332
2009/3/28,2260.976,276.7,348675.29,9508.8,4527,327,12225,20603.93335
2009/3/29,2216.65,137.094,349269.94,9242.4,1611,4024,9502,21807.16669
2009/3/30,1477.452,131.324,349529.07,6198.8,1085,295,9901,13343.20004
2009/3/31,1823.482,137.988,348721.78,7645,2202,2711,12958,12520.3667
2009/4/1,1641.14,143.048,349784.69,6923.4,2807,2364,7309,14872.33335
2009/4/2,1644.334,124.762,348825.08,6856.4,1128,324,13500,12453.56666
2009/4/3,1363.26,132.598,348209.12,5735.4,0,326,8556,13839.00001
2009/4/4,2191.232,199.728,347688.94,9211,2699,4172,16251,13398.53325
2009/4/5,1375.716,183.012,348931.74,5921.4,3832,357,6503,12236.6
2009/4/6,1452.634,131.54,348913.65,6084.8,799,333,10141,12937.56666
2009/4/7,1440.092,152.732,348464.76,6093,1103,338,9121,13439.53336
2009/4/8,1534.6,161.35,348854.01,6520.2,2131,2827,7968,12650.66665
2009/4/9,1890.472,176.936,348907.43,7869,2682,366,13482,14977.86666
2009/4/10,1842.114,165.792,348529.66,7674,2057,2822,13828,11994.89996
2009/4/11,2462.446,253.666,346995.73,10332.4,3661,4286,18233,14860.76673
2009/4/12,2141.012,281.67,346180.75,9119.2,7498,1504,12470,14211.53335
2009/4/13,1602.718,200.264,347223.27,6830.8,1015,5651,6246,13799.96669
2009/4/14,1501.538,188.58,347748.95,6386.4,888,2341,9478,12318.63338
2009/4/15,1216.062,190.886,347501.82,5199.8,1880,463,5278,12646.7
2009/4/16,1564.524,179.016,346285.5,6658.8,2896,397,9809,12973.39999
2009/4/17,2042.81,171.198,347511.93,8592.4,0,5224,7655,21167.83334
2009/4/18,1512.266,146.958,347106.6,6376.4,1028,2613,10699,10864.43333
2009/4/19,1286.468,153.604,349428.29,5397.8,2201,376,8088,10776.13336
2009/4/20,1486.51,169.502,348342.56,6240,0,2644,10476,11655.16672
2009/4/21,1894.598,182.732,346533.79,7970.8,1925,375,7380,21896.63336
2009/4/22,1496.198,203.908,347435.79,6296.8,1024,1203,13265,9444.633375
2009/4/23,1141.46,175.454,347752.28,4899.2,1068,395,5511,12050.33333
2009/4/24,1194.048,180.82,348177.72,5083,0,383,9677,9840.800027
2009/4/25,2022.284,235.592,346332,8548,2007,3901,13225,14571.73331
2009/4/26,1781.626,229.618,348285.49,7548.6,3053,3017,10561,13062.76672
2009/4/27,1351.628,160.408,347041.77,5766,995,376,7021,14135.13331
2009/4/28,1706.386,160.366,348465.78,7285,2068,371,11469,14531.76669
2009/4/29,1664.68,141.616,348748.62,6996.2,1043,2492,9372,14837.66666
2009/4/30,1834.762,138.056,348342.24,7666.4,1027,363,15305,13884.36663
2009/5/1,1512.802,190.462,347433.25,6370.8,1067,1052,11709,11385.3667
2009/5/2,1393.91,179.62,348311.38,5871.6,1430,374,9760,11667.83332
2009/5/3,1608.878,179.698,348575.52,6857.2,3207,2593,7226,13788.6333
2009/5/4,1667.882,146.056,347666.73,6971.6,1007,411,11374,15006.03338
2009/5/5,1731.474,141.914,346778.63,7282.4,1049,5539,10166,12103.89997
2009/5/6,1349.902,146.378,346891.27,5716.4,1038,1797,9058,10605.36668
2009/5/7,1012.648,135.008,347289.86,4280.8,0,374,7992,8511.466679
2009/5/8,1857.156,154.882,346787.73,7801.6,2226,848,15426,12452.6
2009/5/9,1261.352,182.984,347866.89,5420.8,2090,382,6605,11945.53329
2009/5/10,1967.248,205.226,347141.34,8412.6,4300,6671,8693,13123.46671
2009/5/11,1517.176,158.44,345961.91,6380.6,1035,457,11009,12785.2667
2009/5/12,1625.956,150.022,346142.56,6867.2,0,2713,11335,13051.26667
2009/5/13,1246.398,171.566,346515.81,5338.6,1419,553,7127,11674.29994
2009/5/14,1606.984,151.91,345685.71,6920.2,0,4065,11499,11219.06662
2009/5/15,1422.226,140.546,346978.37,6023.2,1382,494,12195,9632.766676
2009/5/16,2007.378,186.502,345583.81,8475,1705,4820,12265,14666.29998
2009/5/17,1543.764,226.46,346033.05,6631.8,2555,1926,7168,14080.39999
2009/5/18,1209.906,154.56,346980.49,5066.2,763,374,8971,10057.09998
2009/5/19,1617.344,188.884,347029.83,6770.2,3253,792,10981,11929.73335
2009/5/20,1307.162,182.382,347500.38,5528.8,1061,1889,9470,9366.033319
2009/5/21,1575.15,212.396,347067.51,6636.2,1553,1278,12563,10858.49999
2009/5/22,1074.806,237.242,348431.81,4609.4,982,1207,8078,7646.433361
2009/5/23,1530.598,193.25,346418.52,6472,480,1844,12579,10606.96665
2009/5/24,1287.786,177.2,348505.87,5429.6,45,446,10256,10716.09999
2009/5/25,1354.096,183.162,343340.5,5762.6,920,966,9930,10752.26666
2009/5/26,1338.644,126.464,333795.34,5816.4,1191,860,10102,10157.73332
2009/5/27,1544.292,124.902,332845.88,6729.8,1052,2355,11076,11255.19998
2009/5/28,1179.736,128.786,336531.4,5058.6,1502,421,9049,8690.266671
2009/5/29,1242.846,147.15,347844.53,5232.2,1005,434,10112,9163.099975
2009/5/30,1659.106,233.688,347275.31,7060.4,2787,1707,11557,11600.76672
2009/5/31,956.89,200.616,347696.85,4156.8,1466,458,5720,8304.166653
2009/6/1,1443.26,229.876,347521.14,6208.2,2789,461,11361,9443.333317
2009/6/2,1090.638,223.696,347947.63,4849.6,0,506,7892,9779.300005
2009/6/3,1356.578,200.926,346184.53,5870.4,940,1370,11577,8722.6333
2009/6/4,1035.66,164.662,345614.69,4440.2,1906,455,6905,7994.999987
2009/6/5,1230.36,156.95,345403.02,5256,0,456,12515,7535.000009
2009/6/6,1475.45,233.496,346437.85,6356.6,1769,2732,10611,9478.833354
2009/6/7,1207.392,218.93,347066.73,5225.6,2077,1641,6034,10371.2
2009/6/8,1178.776,129.36,345693.21,5100.6,1024,432,8551,9639.26662
2009/6/9,1332.85,154.396,346929.86,5699.2,1000,414,10695,10105.16666
2009/6/10,1602.996,159.208,346631.16,6816.8,1032,4745,9889,11050.6
2009/6/11,1300.65,159.932,347293.52,5548.8,0,472,10610,10595.50004
2009/6/12,1101.732,152.704,346949.77,4703,1009,460,7137,9756.200019
2009/6/13,1101.87,154.292,346965.18,4702,1009,465,7143,9747.500022
2009/6/14,1101.87,154.292,346965.18,4702,1009,465,7143,9747.500022
2009/6/15,1089.938,202.02,347074.89,4695.2,916,509,7737,9003.633289
2009/6/16,1508.792,212.188,346796.9,6458.2,2983,1221,13691,7251.533362
2009/6/17,988.016,192.86,347465.53,4260.8,975,611,7193,7687.933332
2009/6/18,1165.7,165.954,347466.56,4906.8,0,461,11223,7744.333359
2009/6/19,1086.866,164.26,347497.32,4620.2,969,475,7737,8933.43334
2009/6/20,1107.1,179.056,347737.8,4679.2,0,2657,9159,6635.666641
2009/6/21,855.142,161.526,347452.93,3646.4,1039,412,6002,6799.366643
2009/6/22,1094.098,162.124,347331.3,4634,0,449,11148,6637.966667
2009/6/23,1039.214,163.872,347347.1,4428.2,1010,1261,8186,6863.233322
2009/6/24,1534.874,194.322,346373.54,6503.2,3059,1239,14275,7008.233381
2009/6/25,771.362,183.966,347296.25,3332,0,495,6224,6137.033341
2009/6/26,1277.322,238.866,346378.71,5531,1826,538,9952,8972.699992
2009/6/27,1709.052,271.624,348212.37,7240.6,2663,2432,13468,9921.199962
2009/6/28,1059.394,277.824,348247.34,4621,0,1421,6742,9493.56668
2009/6/29,1010.134,236.026,348327.11,4358,1794,598,6462,7981.566686
2009/6/30,1192.446,283.15,348398.79,5244.8,582,1034,8989,9269.099991
2009/7/1,1218.342,265.742,348205.39,5251.6,989,590,9747,8979.700041
2009/7/2,1242.578,276.318,348432.11,5349.6,637,603,8032,11437.63335
2009/7/3,864.148,245.996,348369.62,3794.6,856,642,7371,5533.466668
2009/7/4,1238.568,373.902,347252.35,5535.6,2084,2329,6791,9438.799981
2009/7/5,1410.736,383.148,347680.19,6206.8,3215,1438,8014,10845.26671
2009/7/6,954.26,270.972,348139.4,4178.6,429,755,7142,7578.333293
2009/7/7,1110.136,256.638,347963.05,4901.4,1292,3619,5704,7887.266629
2009/7/8,1234.4,221.196,347909.4,5315,0,3514,9308,7751.333346
2009/7/9,846.252,194.652,349331.22,3761,0,656,4783,8665.200032
2009/7/10,1193.802,218.106,348833.39,5083.2,988,2624,7494,8790.699985
2009/7/11,993.968,249.472,348789.3,4346.2,981,683,7756,7146.133352
2009/7/12,513.478,191.48,348919.11,2305.4,0,589,4060,3908.966659
2009/7/13,496.746,196.526,349268.42,2250,0,594,3881,3804.100003
2009/7/14,911.43,266.574,348775.76,4054,2303,618,6155,6114.50004
2009/7/15,718.074,189.692,348374.73,3121.2,878,932,5820,4337.899996
2009/7/16,599.554,259.326,348648.45,2701.6,0,1724,3902,4366.566604
2009/7/17,731.808,179.134,347896.25,3161.2,0,626,6670,4900.799964
2009/7/18,966.41,218.338,348489.04,4154.2,0,663,5389,10054.83334
2009/7/19,1203.644,259.25,348547.11,5077.2,0,598,5058,14404.73332
2009/7/20,662.486,217.864,348252.28,2949,914,784,4948,4395.43336
2009/7/21,813.762,266.7,349232.94,3600.8,0,981,7795,4786.700019
2009/7/22,739.532,238.48,348594.36,3258,0,681,3965,7679.53336
2009/7/23,1030,218.91,348398.38,4396,926,622,9064,6554.66665
2009/7/24,561.738,208.536,348121.19,2529.4,0,630,4128,4604.300003
2009/7/25,536.688,195.46,348619.78,2422.4,0,577,3716,4651.800014
2009/7/26,543.016,239.798,349426.66,2473,0,1019,3799,4232.266692
2009/7/27,688.566,321.95,349240.45,3142.2,0,2062,5202,4212.099973
2009/7/28,902.85,252.766,348798.83,3986,0,4899,4353,5795.499953
2009/7/29,902,185.468,347760.68,3904.4,869,749,7549,5866.333325
2009/7/30,792.326,198.206,349112.18,3471.4,0,2304,4040,6861.433318
2009/7/31,975.83,228.246,348294.33,4323.2,865,3423,6302,5673.833339
2009/8/1,706.966,242.662,347764.33,3178.6,0,844,6248,4690.766643
2009/8/2,489.724,205.492,346955.9,2258.6,0,637,3539,3986.066657
2009/8/3,500.298,197.3,348364.9,2254.4,0,605,3811,3922.29999
2009/8/4,508.892,196.38,348878.14,2317.6,0,607,3871,4003.533302
2009/8/5,518.652,207.894,348922.91,2368,0,620,4042,3982.199993
2009/8/6,532.672,214.786,347369.4,2415.4,0,659,4193,4025.866671
2009/8/7,539.296,221.29,347555.23,2442,0,668,4232,4088.266646
2009/8/8,526.472,214.068,348087.02,2390,0,646,4093,4035.533329
2009/8/9,998.234,284.326,348551.16,4402.4,1984,2380,5154,7119.233308
2009/8/10,1069.358,298.248,347081.04,4719,0,3719,6012,8091.633344
2009/8/11,950.954,307.45,348251.75,4246.2,857,1467,6577,6948.233341
2009/8/12,824.436,272.552,348203.92,3678.2,912,689,4991,7148.600006
2009/8/13,1015.51,267.762,347648.69,4474.8,1215,4092,4541,7077.166657
2009/8/14,748.676,241.328,347298.59,3287.8,429,850,4647,6551.933345
2009/8/15,1514.062,384.762,346890.74,6632.4,3437,1852,8922,11023.36669
2009/8/16,1217.712,409.052,346350.02,5464,1604,1094,5691,11906.20002
2009/8/17,785.908,251.462,347357.44,3480.6,1,813,6261,6023.466676
2009/8/18,1080.598,246.724,346790.14,4691.8,2306,1440,6324,7939.966711
2009/8/19,880.742,262.994,347819.86,3925.4,896,812,6044,6927.033362
2009/8/20,775.722,260.89,347163.29,3489.6,0,883,6138,5907.69998
2009/8/21,1161.746,262.362,346480.93,5044.8,3043,887,7527,7905.433348
2009/8/22,1548.738,417.834,347217.46,6855.4,4544,3203,8549,9516.300025
2009/8/23,1066.708,371.828,347839.88,4795.8,949,819,6994,9016.466659
2009/8/24,1252.254,285.104,347134.37,5431.4,2279,737,8247,9607.899993
2009/8/25,943.61,276.826,347774.2,4160.4,1140,755,6291,7540.833318
2009/8/26,1136.546,269.214,348159.54,4943.2,2131,1516,7860,7435.433359
2009/8/27,749.466,251.206,347958.9,3337.4,0,664,4283,7544.099985
2009/8/28,1118.842,246.89,346859.19,4856,1778,1125,7485,8259.36666
2009/8/29,1388.414,315.52,347004.47,6024.2,905,1483,11707,9045.233334
2009/8/30,1668.342,294.084,347157.01,7171.6,2653,1363,10648,13141.7
2009/8/31,1265.522,219.318,343789.78,5504.2,960,678,9974,9480.033332
2009/9/1,980.536,217.072,347358.39,4311.4,0,697,6073,9572.266726
2009/9/2,1222.814,207.858,348217.59,5239,947,659,9921,8853.23334
2009/9/3,1251.188,213.438,347515.3,5417.4,3319,3099,5011,9424.13331
2009/9/4,1024.388,181.064,348498.54,4401,0,636,8095,8342.133396
2009/9/5,1513.866,270.068,346838.8,6524.4,2988,2248,10433,9562.100026
2009/9/6,1228.63,220.532,348278.86,5277.8,995,588,9031,9863.166653
2009/9/7,1221.458,201.492,348064.73,5241,2196,577,8299,9285.633319
2009/9/8,1086.254,200.204,347546.31,4643,1002,577,8533,7992.233338
2009/9/9,1521.344,223.572,347484.25,6467.4,964,3832,10671,9888.733339
2009/9/10,1112.354,202.392,347369.69,4765.2,928,600,6508,10503.23329
2009/9/11,1214.146,183.378,347255.99,5134.4,0,631,11693,7911.766651
2009/9/12,2064.358,325.196,346618.15,8845.2,9583,1202,12601,11019.96664
2009/9/13,1572.014,271.444,345960.23,6753.4,4146,612,10189,11253.23332
2009/9/14,1574.858,239.666,347726.82,6706.8,2843,603,9091,13710.63333
2009/9/15,1456.806,184.276,347029.03,6170.4,1769,560,8644,13307.09996
2009/9/16,1743.162,197.746,345933.06,7415.6,1035,3470,13384,11163.69999
2009/9/17,1223.426,167.282,347559.34,5199.6,0,563,9710,10117.43339
2009/9/18,1374.032,169.212,347182.85,5815.6,1993,652,9151,11104.53334
2009/9/19,2135.71,263.492,346109.78,9013.6,1607,4050,14845,15093.16667
2009/9/20,2035.328,295.694,347465.44,8674.6,4532,2466,11935,14989.1333
2009/9/21,1417.868,214.166,347403.87,6049.8,921,604,10844,11262.13332
2009/9/22,1246.536,207.256,347302.12,5326.8,937,597,8502,10739.60002
2009/9/23,1636.61,235.964,346675.11,6947.6,2085,978,12884,11329.83334
2009/9/24,1426.258,224.076,346157.62,6098.4,1051,621,10374,11724.96668
2009/9/25,1161.016,207.896,347649.01,5016.4,0,594,9694,9062.266679
2009/9/26,1556.254,288.042,347297.05,6602.8,1943,571,14581,8842.566648
2009/9/27,1410.472,230.484,347359.4,6048.8,1817,4571,8554,8565.866686
2009/9/28,1299.456,193.198,348085.93,5465.4,0,603,10797,10257.59998
2009/9/29,1146.398,199.878,346892.18,4887.2,1031,603,7322,10150.63333
2009/9/30,1777.568,212.37,346683.3,7545,970,8080,9232,11344.13332
2009/10/1,1287.252,185.416,347802.51,5452.8,950,602,9433,10469.19997
2009/10/2,1152.668,183.156,346692.79,4876,0,570,10142,8499.133304
2009/10/3,1716.74,255.396,346516.35,7272.6,3644,920,14480,9568.333345
2009/10/4,1621.106,225.21,346606.36,6933.8,3189,3499,8980,11350.43333
2009/10/5,1275.522,161.54,347357.55,5326,984,542,7983,11749.7
2009/10/6,1428.448,179.276,347299.27,6006.2,1,543,8806,14457.4667
2009/10/7,1821.834,207.422,347345.22,7688.2,734,4334,9908,15387.89996
2009/10/8,1577.166,186.614,347140.48,6600.8,2091,619,11568,12008.10003
2009/10/9,1351.862,188.418,346766.62,5693.2,0,559,10718,11254.03339
2009/10/10,2012.756,255.622,345256.41,8535.2,4510,570,14811,13654.93339
2009/10/11,1939.724,268.814,346532.94,8275.8,4111,6454,8666,13097.73331
2009/10/12,1351.604,157.714,345922.31,5714.8,997,515,9420,11594.73332
2009/10/13,1449.1,165.392,345956.09,6119.6,983,530,9530,13108.66669
2009/10/14,1711.224,175.09,345253.63,7206.6,2001,3131,10013,13375.39999
2009/10/15,1489.976,139.632,347215.87,6227,1629,463,9641,13099.93338
2009/10/16,1516.86,145.384,345954.24,6357.8,0,482,11136,13662.99999
2009/10/17,2742.08,261.152,344002.41,11585.6,5490,4364,18326,17521.3333
2009/10/18,1556.164,142.644,346681.21,6480.8,712,499,11144,13581.06669
2009/10/19,1369.108,134.358,348854.75,5692.4,1104,457,8227,13030.46667
2009/10/20,1722.808,151.558,349239.61,7164,760,450,11005,16498.46668
2009/10/21,1969.506,192.17,348922.1,8227.2,2031,5916,8569,16309.09996
2009/10/22,1399.71,155.85,349076.1,5821,0,492,11074,11762.5
2009/10/23,1757.45,196.704,347178.65,7408.6,3180,495,11696,13919.83333
2009/10/24,2614.408,218.464,345446.19,11028.2,6202,518,15941,20912.46668
2009/10/25,2406.536,243.182,345492.79,10181.2,3010,6181,13691,17226.93339
2009/10/26,1112.344,160.216,347803.82,4664.4,475,468,5788,11808.06665
2009/10/27,1116.756,173.798,347389.58,4708.8,579,449,8367,9217.600004
2009/10/28,1268.708,164.972,347627.74,5312.8,1044,463,9318,10320.13337
2009/10/29,1981.44,251.842,346099.48,8428.8,765,4125,5677,22456.99995
2009/10/30,1493.358,168.534,347731.68,6267,1779,2005,8828,12277.30004
2009/10/31,1875.942,171.058,346347.45,7851.8,1773,2514,14637,12341.70002
2009/11/1,1843.168,221.902,346930.8,7759.2,1970,470,12215,16064.46663
2009/11/2,1504.226,170.082,347449.83,6337,1881,471,7490,15228.43335
2009/11/3,2266.688,241.762,347244.38,9549.8,2009,3951,9025,22793.1333
2009/11/4,1801.8,172.428,348592.51,7532.4,1075,4008,12246,12701.00003
2009/11/5,1560.466,159.064,347998,6535.6,1105,532,9868,14502.76667
2009/11/6,1390.45,169.354,349298.15,5804.6,0,442,11326,11406.16669
